"Name"	"start"	"end"	"chrom"
"AC005523.2"	4791745	4795559	"chr19"
"AC005523.3"	4785120	4791207	"chr19"
"AC005532.5"	7255154	7277779	"chr7"
"AC005534.6"	156633355	156633787	"chr7"
"AC005534.8"	156654185	156657693	"chr7"
"AC005537.2"	42954135	43059550	"chr7"
"AC005538.1"	234012157	234012265	"chr2"
"AC005538.5"	233946146	233955435	"chr2"
"AC005539.2"	157961410	157962888	"chr2"
"AC005540.3"	190880797	190882059	"chr2"
"AC005546.2"	13131571	13132410	"chr19"
"AC005549.1"	34174220	34174332	"chr17"
"AC005549.2"	34183084	34183135	"chr17"
"AC005550.3"	15667947	15681980	"chr7"
"AC005550.5"	15689075	15690854	"chr7"
"AC005559.3"	590430	591300	"chr19"
"AC005562.1"	30576464	30672789	"chr17"
"AC005588.2"	153968665	153968826	"chr7"
"AC005592.1"	142745600	142760998	"chr5"
"AC005592.2"	142325293	142672001	"chr5"
"AC005592.3"	142703782	142705421	"chr5"
"AC005594.3"	4679282	4685948	"chr19"
"AC005597.1"	30219666	30228715	"chr19"
"AC005606.14"	1984877	1990357	"chr16"
"AC005606.15"	1997654	1998374	"chr16"
"AC005609.2"	140764110	140764821	"chr5"
"AC005614.3"	40090754	40094406	"chr19"
"AC005614.5"	40048757	40090925	"chr19"
"AC005616.1"	28491864	28632728	"chr19"
"AC005616.2"	28509238	28518728	"chr19"
"AC005618.6"	141326210	141329357	"chr5"
"AC005621.1"	32500856	32500941	"chr19"
"AC005624.2"	2458935	2462185	"chr19"
"AC005625.1"	38361795	38362484	"chr19"
"AC005626.3"	41639659	41640602	"chr19"
"AC005631.1"	152439221	152439308	"chr7"
"AC005668.1"	6296644	6296746	"chr17"
"AC005682.5"	22854178	22861402	"chr7"
"AC005682.6"	22863874	22881350	"chr7"
"AC005682.7"	22881893	22882390	"chr7"
"AC005682.8"	22889371	22941190	"chr7"
"AC005686.1"	34312950	34313045	"chr7"
"AC005701.1"	11741376	11741464	"chr17"
"AC005702.1"	60042361	60042442	"chr17"
"AC005702.2"	60042805	60042882	"chr17"
"AC005702.3"	60042694	60042772	"chr17"
"AC005702.4"	60042546	60042627	"chr17"
"AC005703.2"	15276562	15279477	"chr17"
"AC005703.3"	15267461	15272290	"chr17"
"AC005722.4"	19755244	19756207	"chr17"
"AC005725.1"	11267305	11267379	"chr17"
"AC005730.2"	20056287	20056630	"chr17"
"AC005740.3"	141896168	141896689	"chr5"
"AC005740.4"	142036707	142037125	"chr5"
"AC005740.5"	141970637	141982687	"chr5"
"AC005740.6"	141952419	141953375	"chr5"
"AC005741.2"	130598348	130598779	"chr5"
"AC005752.10"	141259235	141261364	"chr5"
"AC005754.7"	141100245	141102210	"chr5"
"AC005754.8"	141118680	141120765	"chr5"
"AC005757.6"	45135993	45136977	"chr19"
"AC005757.7"	45149750	45150605	"chr19"
"AC005758.1"	27918943	27929370	"chr19"
"AC005772.2"	15014805	15052276	"chr17"
"AC005775.2"	490046	507833	"chr19"
"AC005776.1"	15338948	15339237	"chr19"
"AC005777.3"	3775996	3776182	"chr19"
"AC005779.2"	45179822	45202444	"chr19"
"AC005780.1"	28316705	28386204	"chr19"
"AC005783.1"	4726291	4726379	"chr19"
"AC005785.2"	15379076	15381194	"chr19"
"AC005786.3"	3568120	3568273	"chr19"
"AC005786.5"	3558015	3558486	"chr19"
"AC005786.7"	3544199	3557569	"chr19"
"AC005789.11"	38398181	38399881	"chr19"
"AC005789.9"	38385522	38386759	"chr19"
"AC005794.1"	41652676	41652963	"chr19"
"AC005795.1"	41506152	41506898	"chr19"
"AC005808.3"	53608354	53634590	"chr20"
"AC005822.1"	16616848	16617881	"chr17"
"AC005828.1"	63362009	63362093	"chr17"
"AC005838.2"	15588852	15589084	"chr17"
"AC005863.1"	14767583	14780203	"chr17"
"AC005863.2"	14834638	14900554	"chr17"
"AC005884.1"	61069871	61070341	"chr17"
"AC005901.1"	61485684	61485801	"chr17"
"AC005926.1"	30315085	30315178	"chrX"
"AC005932.1"	18940322	18946831	"chr19"
"AC005944.2"	3052910	3053724	"chr19"
"AC005954.3"	3754620	3756659	"chr19"
"AC005954.4"	3753840	3756517	"chr19"
"AC006000.5"	13339201	13365049	"chr7"
"AC006003.3"	157739010	157740456	"chr7"
"AC006004.1"	147080934	147097609	"chr7"
"AC006007.1"	145675882	145681369	"chr7"
"AC006011.4"	127846736	127847084	"chr2"
"AC006014.7"	75474707	75486108	"chr7"
"AC006014.8"	75391955	75395434	"chr7"
"AC006019.3"	154055585	154059561	"chr7"
"AC006019.4"	154092201	154096043	"chr7"
"AC006022.4"	30742431	30742818	"chr7"
"AC006023.8"	40151613	40154151	"chr7"
"AC006024.4"	48919765	48926013	"chr7"
"AC006026.1"	23669277	23669354	"chr7"
"AC006026.10"	23585062	23586355	"chr7"
"AC006026.12"	23655682	23655861	"chr7"
"AC006026.13"	23680195	23680786	"chr7"
"AC006026.9"	23562459	23564261	"chr7"
"AC006028.11"	2835621	2836022	"chr7"
"AC006033.22"	38311383	38311808	"chr7"
"AC006037.2"	234109081	234109481	"chr2"
"AC006041.1"	15841297	15842360	"chr7"
"AC006042.6"	8114025	8116561	"chr7"
"AC006042.7"	7958183	7969903	"chr7"
"AC006042.8"	7980312	7982228	"chr7"
"AC006050.2"	30573471	30577000	"chr17"
"AC006070.12"	41186944	41187136	"chr17"
"AC006076.1"	53799823	53801318	"chr20"
"AC006077.4"	134863091	134863433	"chr5"
"AC006115.1"	56719203	56719287	"chr19"
"AC006115.3"	56690686	56799646	"chr19"
"AC006115.6"	56793048	56793249	"chr19"
"AC006116.1"	56396316	56396401	"chr19"
"AC006116.12"	56387412	56388424	"chr19"
"AC006116.13"	56342432	56343419	"chr19"
"AC006116.14"	56338288	56338648	"chr19"
"AC006116.15"	56347081	56348183	"chr19"
"AC006116.17"	56314703	56341287	"chr19"
"AC006116.19"	56311928	56312486	"chr19"
"AC006116.20"	56272769	56310450	"chr19"
"AC006116.21"	56354493	56368053	"chr19"
"AC006116.22"	56319790	56322310	"chr19"
"AC006116.24"	56376704	56377284	"chr19"
"AC006116.27"	56377037	56377792	"chr19"
"AC006126.3"	45187388	45216933	"chr19"
"AC006126.4"	45238632	45245370	"chr19"
"AC006129.1"	41531206	41532174	"chr19"
"AC006129.2"	41545192	41555462	"chr19"
"AC006129.4"	41535183	41536904	"chr19"
"AC006130.1"	2872345	2872430	"chr19"
"AC006130.3"	2847227	2858716	"chr19"
"AC006130.4"	2874950	2875592	"chr19"
"AC006133.3"	39697904	39698073	"chr19"
"AC006133.7"	39726030	39726775	"chr19"
"AC006145.1"	81920203	81920270	"chr7"
"AC006150.1"	14814131	14816565	"chr7"
"AC006150.2"	14775406	14775523	"chr7"
"AC006153.3"	90469787	90488964	"chr7"
"AC006156.2"	9507596	9510175	"chrY"
"AC006159.3"	116570960	116614820	"chr7"
"AC006159.4"	116563594	116571234	"chr7"
"AC006159.5"	116542718	116551969	"chr7"
"AC006160.5"	17587467	17614571	"chr4"
"AC006195.2"	33379964	33380886	"chr7"
"AC006196.1"	194730595	194761435	"chr2"
"AC006227.1"	107254691	107365873	"chr2"
"AC006262.10"	46228964	46230388	"chr19"
"AC006262.11"	46249394	46250163	"chr19"
"AC006262.4"	46163893	46180647	"chr19"
"AC006262.5"	46189166	46203083	"chr19"
"AC006272.1"	51839924	51843324	"chr19"
"AC006272.2"	51839771	51840945	"chr19"
"AC006273.4"	781002	781862	"chr19"
"AC006273.5"	782755	785080	"chr19"
"AC006277.2"	2915146	2926807	"chr19"
"AC006288.1"	119511669	119511760	"chr9"
"AC006296.1"	14383123	14409078	"chr4"
"AC006296.2"	14390439	14393992	"chr4"
"AC006322.1"	83919602	83919703	"chr7"
"AC006326.3"	117262918	117264888	"chr7"
"AC006326.5"	117264393	117264530	"chr7"
"AC006328.1"	25460010	25460092	"chrY"
"AC006328.2"	25497994	25498059	"chrY"
"AC006328.3"	25456723	25456788	"chrY"
"AC006328.9"	25487284	25487662	"chrY"
"AC006335.10"	6306042	6307920	"chrY"
"AC006335.11"	6307710	6309587	"chrY"
"AC006335.2"	6241768	6243629	"chrY"
"AC006335.6"	6243295	6245283	"chrY"
"AC006355.3"	79124739	79125750	"chr7"
"AC006366.3"	23017063	23017821	"chrY"
"AC006369.2"	37600136	37646698	"chr2"
"AC006369.3"	37744333	37747046	"chr2"
"AC006371.1"	13667960	13668056	"chrY"
"AC006372.4"	157466231	157499716	"chr7"
"AC006372.5"	157501322	157503577	"chr7"
"AC006372.6"	157513294	157516841	"chr7"
"AC006373.1"	9961024	9981817	"chr7"
"AC006377.1"	31794248	31794345	"chr7"
"AC006378.2"	93969442	94011113	"chr7"
"AC006380.1"	31316998	31317124	"chr7"
"AC006380.3"	31414645	31421286	"chr7"
"AC006382.1"	15520739	15520809	"chrY"
"AC006390.4"	24768049	24768331	"chr4"
"AC006427.2"	16307456	16308167	"chr4"
"AC006432.1"	9546968	9547037	"chr12"
"AC006445.6"	13647697	13648400	"chr4"
"AC006445.7"	13631820	13632599	"chr4"
"AC006452.1"	140580287	140580349	"chr7"
"AC006458.3"	15066207	15068651	"chr7"
"AC006460.2"	190676944	190708716	"chr2"
"AC006461.1"	72170559	72170645	"chr2"
"AC006461.2"	72288785	72289110	"chr2"
"AC006465.4"	7909300	7910449	"chr7"
"AC006466.5"	31119284	31119572	"chr7"
"AC006478.1"	51870335	51870402	"chr7"
"AC006480.1"	67356680	67356779	"chr7"
"AC006482.1"	17679549	17680659	"chr7"
"AC006483.1"	5528103	5528186	"chr7"
"AC006483.5"	5560743	5561055	"chr7"
"AC006486.9"	42234583	42255132	"chr19"
"AC006487.1"	49561002	49561085	"chr17"
"AC006499.1"	10294463	10295579	"chr4"
"AC006499.2"	10292195	10292708	"chr4"
"AC006499.3"	10284961	10285708	"chr4"
"AC006499.4"	10267895	10268231	"chr4"
"AC006499.5"	10259445	10260138	"chr4"
"AC006499.6"	10199823	10200672	"chr4"
"AC006499.7"	10167159	10167765	"chr4"
"AC006499.8"	10254926	10256621	"chr4"
"AC006499.9"	10238213	10238235	"chr4"
"AC006509.4"	47705468	47705979	"chr2"
"AC006509.7"	47731402	47732035	"chr2"
"AC006534.1"	67813582	67813654	"chr17"
"AC006534.2"	67843945	67844014	"chr17"
"AC006534.3"	67720543	67720618	"chr17"
"AC006538.1"	2727743	2729327	"chr19"
"AC006538.4"	2717769	2740048	"chr19"
"AC006538.8"	2700689	2701266	"chr19"
"AC006539.1"	20027027	20027117	"chr19"
"AC006539.2"	20079818	20080539	"chr19"
"AC006539.3"	20033444	20034332	"chr19"
"AC006539.6"	20056466	20056594	"chr19"
"AC006547.13"	20062980	20070543	"chr22"
"AC006547.14"	20148427	20150876	"chr22"
"AC006547.15"	20064552	20065705	"chr22"
"AC006547.8"	20110821	20111875	"chr22"
"AC006548.19"	16897445	16897546	"chr22"
"AC006548.26"	17012404	17012932	"chr22"
"AC006552.1"	54603211	54607131	"chr4"
"AC006557.1"	14118594	14118702	"chr18"
"AC006925.1"	56236720	56236810	"chr17"
"AC006926.1"	118462499	118462594	"chr7"
"AC006942.4"	49808933	49809738	"chr19"
"AC006946.12"	17093612	17093939	"chr22"
"AC006946.15"	17121586	17132104	"chr22"
"AC006946.16"	17067821	17070675	"chr22"
"AC006946.17"	17080701	17081456	"chr22"
"AC006947.1"	66676372	66677404	"chr17"
"AC006960.5"	36305631	36305904	"chr7"
"AC006960.7"	36463023	36504513	"chr7"
"AC006987.4"	10088026	10089586	"chrY"
"AC006987.5"	10090802	10091207	"chrY"
"AC006987.6"	10169788	10170314	"chrY"
"AC006987.7"	10171590	10172725	"chrY"
"AC006988.1"	88640521	88640627	"chr7"
"AC006989.2"	14941746	14942715	"chrY"
"AC006994.1"	210088226	210089064	"chr2"
"AC006994.2"	210171518	210230383	"chr2"
"AC006994.3"	210171296	210171391	"chr2"
"AC006995.8"	73104201	73111140	"chr7"
"AC007000.10"	77071751	77072237	"chr7"
"AC007000.11"	77060345	77060479	"chr7"
"AC007000.12"	77052785	77059440	"chr7"
"AC007003.1"	76902491	76919191	"chr7"
"AC007005.1"	101787821	101787921	"chr2"
"AC007006.1"	59565835	59565921	"chr2"
"AC007009.1"	8262233	8262821	"chr7"
"AC007009.2"	8154916	8155027	"chr7"
"AC007016.3"	15492729	15492972	"chr4"
"AC007036.4"	30140870	30141417	"chr7"
"AC007036.5"	30157531	30159534	"chr7"
"AC007036.6"	30176387	30179014	"chr7"
"AC007038.7"	210030733	210064356	"chr2"
"AC007040.1"	71017024	71017109	"chr2"
"AC007040.11"	70939318	70995336	"chr2"
"AC007040.2"	71012331	71012407	"chr2"
"AC007040.3"	71013089	71013157	"chr2"
"AC007040.6"	70994510	71002754	"chr2"
"AC007040.7"	70941817	70948610	"chr2"
"AC007040.8"	71002531	71064743	"chr2"
"AC007041.2"	20239892	20241046	"chr2"
"AC007050.1"	20657035	20657116	"chr22"
"AC007050.17"	20522070	20523870	"chr22"
"AC007050.18"	20587496	20592218	"chr22"
"AC007056.1"	78397878	78397959	"chr14"
"AC007064.22"	16855804	16856162	"chr22"
"AC007064.24"	16869478	16871126	"chr22"
"AC007064.25"	16876552	16876902	"chr22"
"AC007078.4"	76474587	76478856	"chr7"
"AC007091.1"	19353534	19578606	"chr7"
"AC007096.1"	29088188	29088311	"chr7"
"AC007098.1"	62826064	62858438	"chr2"
"AC007099.1"	75524068	75542706	"chr2"
"AC007099.2"	75474453	75482579	"chr2"
"AC007103.1"	31755910	31755997	"chr4"
"AC007106.1"	27967723	27985063	"chr4"
"AC007115.3"	91193709	91193942	"chr12"
"AC007126.1"	13777377	13782157	"chr4"
"AC007128.1"	8262264	8344516	"chr7"
"AC007131.1"	59217708	59279400	"chr2"
"AC007131.2"	59238714	59733396	"chr2"
"AC007131.3"	59241621	59241702	"chr2"
"AC007136.1"	2030853	2031051	"chr19"
"AC007161.5"	7738534	7742573	"chr7"
"AC007163.1"	200675855	200675945	"chr2"
"AC007163.10"	201553688	201554031	"chr2"
"AC007163.11"	201554096	201554390	"chr2"
"AC007163.3"	200712305	200735177	"chr2"
"AC007163.6"	200780495	200812170	"chr2"
"AC007163.8"	201549631	201550307	"chr2"
"AC007163.9"	201552859	201553612	"chr2"
"AC007179.1"	59435213	59442261	"chr2"
"AC007179.2"	59532984	59533075	"chr2"
"AC007182.6"	75574888	75579588	"chr14"
"AC007192.6"	18144522	18151691	"chr19"
"AC007193.1"	46268917	46269017	"chr19"
"AC007193.10"	46320197	46340004	"chr19"
"AC007193.6"	46101122	46196218	"chr19"
"AC007193.8"	46390515	46390852	"chr19"
"AC007193.9"	46382492	46383169	"chr19"
"AC007204.2"	19900968	19963464	"chr19"
"AC007204.3"	19978190	19979610	"chr19"
"AC007216.1"	11915661	11915738	"chr16"
"AC007228.11"	56545566	56567411	"chr19"
"AC007228.5"	56672268	56684653	"chr19"
"AC007228.8"	56613810	56613951	"chr19"
"AC007228.9"	56672574	56673901	"chr19"
"AC007229.3"	10841839	10842250	"chr19"
"AC007237.2"	78486530	78487028	"chr7"
"AC007238.1"	58460292	58462032	"chr2"
"AC007241.1"	18282853	18282947	"chrY"
"AC007242.1"	201841129	201841230	"chr2"
"AC007246.3"	39436637	39665343	"chr2"
"AC007248.6"	102249857	102250255	"chr2"
"AC007248.7"	102411243	102412108	"chr2"
"AC007249.3"	10452319	10455552	"chr2"
"AC007250.4"	58275877	58296548	"chr2"
"AC007251.2"	102873339	102895722	"chr2"
"AC007253.1"	39929110	39929998	"chr2"
"AC007255.8"	29514225	29563670	"chr7"
"AC007256.5"	201410544	201413308	"chr2"
"AC007271.3"	102172621	102182108	"chr2"
"AC007272.3"	201102089	201102957	"chr2"
"AC007274.2"	7678899	7681028	"chrY"
"AC007274.5"	7690511	7692678	"chrY"
"AC007277.3"	170618628	170695374	"chr2"
"AC007278.2"	102433957	102435340	"chr2"
"AC007278.3"	102438713	102440475	"chr2"
"AC007279.2"	201762737	201763573	"chr2"
"AC007282.6"	201550524	201551049	"chr2"
"AC007283.4"	201162484	201162680	"chr2"
"AC007283.5"	201166965	201167546	"chr2"
"AC007285.1"	29993142	29993241	"chr7"
"AC007285.6"	29988600	30025660	"chr7"
"AC007285.7"	30069658	30075115	"chr7"
"AC007292.3"	4356637	4358448	"chr19"
"AC007292.4"	4347244	4354057	"chr19"
"AC007292.6"	4363789	4364640	"chr19"
"AC007292.7"	4339577	4343491	"chr19"
"AC007308.6"	20723047	20725920	"chr22"
"AC007308.7"	20889206	20891214	"chr22"
"AC007312.3"	33276834	33277091	"chr7"
"AC007316.3"	97437518	97437896	"chr7"
"AC007317.1"	40746487	40767452	"chr2"
"AC007318.5"	65205108	65205988	"chr2"
"AC007319.1"	187003220	187554663	"chr2"
"AC007322.1"	21871331	21873550	"chrY"
"AC007322.3"	21895394	21897559	"chrY"
"AC007322.5"	21918935	21921106	"chrY"
"AC007322.7"	21940012	21941593	"chrY"
"AC007326.9"	18997138	18997595	"chr22"
"AC007327.5"	36229280	36231107	"chr7"
"AC007327.6"	36228621	36228884	"chr7"
"AC007333.1"	52255451	52255549	"chr16"
"AC007339.1"	49679220	49679301	"chr16"
"AC007339.2"	49680190	49680274	"chr16"
"AC007349.4"	36750687	36763081	"chr7"
"AC007349.5"	36781008	36782789	"chr7"
"AC007349.7"	36838972	36841373	"chr7"
"AC007358.1"	201953257	201953336	"chr2"
"AC007359.6"	22100814	22147484	"chrY"
"AC007362.3"	205756469	205764006	"chr2"
"AC007364.1"	149767506	149859191	"chr2"
"AC007365.1"	64606975	64616482	"chr2"
"AC007365.2"	64776104	64776187	"chr2"
"AC007365.3"	64644612	64646698	"chr2"
"AC007365.4"	64665607	64666064	"chr2"
"AC007367.1"	58527842	58527903	"chr2"
"AC007375.1"	77244287	77244348	"chr14"
"AC007381.1"	60417838	60417905	"chr2"
"AC007381.2"	60359216	60391375	"chr2"
"AC007381.3"	60350595	60353016	"chr2"
"AC007383.3"	206084605	206086564	"chr2"
"AC007383.6"	206236236	206236871	"chr2"
"AC007386.2"	64901840	64905137	"chr2"
"AC007386.3"	64960053	64960634	"chr2"
"AC007386.4"	65030727	65053017	"chr2"
"AC007387.2"	74754670	74754819	"chr2"
"AC007389.1"	65500993	65502138	"chr2"
"AC007389.2"	65511771	65512076	"chr2"
"AC007389.3"	65589566	65640177	"chr2"
"AC007389.4"	65667256	65667346	"chr2"
"AC007390.4"	37194382	37194737	"chr2"
"AC007391.1"	37458573	37458659	"chr2"
"AC007391.2"	37325340	37326797	"chr2"
"AC007392.3"	66574030	66730157	"chr2"
"AC007392.4"	66697125	66703227	"chr2"
"AC007394.3"	149439897	149440427	"chr2"
"AC007395.3"	70687142	70691824	"chr2"
"AC007395.4"	70810798	70811474	"chr2"
"AC007401.2"	36531805	36552268	"chr2"
"AC007402.1"	51435122	51435218	"chr2"
"AC007403.1"	66921510	66922457	"chr2"
"AC007403.2"	66904436	66971462	"chr2"
"AC007403.3"	67040546	67041966	"chr2"
"AC007405.4"	170723209	170770766	"chr2"
"AC007405.8"	170816293	170818037	"chr2"
"AC007422.1"	67562067	67574044	"chr2"
"AC007435.1"	175034517	175034590	"chr2"
"AC007436.1"	9127871	9127985	"chr12"
"AC007450.1"	11541923	11542045	"chr12"
"AC007461.2"	72072333	72093481	"chr17"
"AC007463.2"	7886770	7899655	"chr2"
"AC007486.1"	121332554	121332638	"chrX"
"AC007511.1"	62143542	62143634	"chr4"
"AC007528.1"	16409255	16409331	"chr12"
"AC007528.2"	16388101	16388192	"chr12"
"AC007535.1"	13587880	13587984	"chr12"
"AC007551.1"	35842889	35842973	"chr7"
"AC007551.2"	35768122	35768640	"chr7"
"AC007551.3"	35751856	35800616	"chr7"
"AC007556.3"	169100743	169101210	"chr2"
"AC007557.1"	216870772	216871639	"chr2"
"AC007557.2"	216866332	216867813	"chr2"
"AC007557.3"	216868012	216869156	"chr2"
"AC007557.4"	216854389	216855132	"chr2"
"AC007559.1"	229701794	229702148	"chr2"
"AC007560.1"	50829442	50829678	"chr2"
"AC007560.2"	50798964	50799055	"chr2"
"AC007562.1"	25512301	25527786	"chrY"
"AC007563.1"	216870441	216873932	"chr2"
"AC007563.3"	216799608	216805335	"chr2"
"AC007563.4"	216785774	216786144	"chr2"
"AC007563.5"	216694464	216994079	"chr2"
"AC007566.10"	92457564	92491610	"chr7"
"AC007567.1"	108358307	108358405	"chr7"
"AC007568.1"	117882859	117883675	"chr7"
"AC007611.1"	48651331	48651423	"chr16"
"AC007618.3"	2659937	2660969	"chr12"
"AC007620.3"	179396961	179399191	"chr3"
"AC007631.1"	65186159	65187018	"chr18"
"AC007652.1"	35496021	35510263	"chr7"
"AC007677.2"	229003886	229004400	"chr2"
"AC007679.1"	205949091	205950145	"chr2"
"AC007679.3"	205989585	206000858	"chr2"
"AC007679.4"	206040432	206040845	"chr2"
"AC007680.2"	51202081	51221764	"chr2"
"AC007682.1"	51032601	52407917	"chr2"
"AC007682.2"	50961245	50961333	"chr2"
"AC007682.3"	50943286	50943396	"chr2"
"AC007731.1"	20483225	20483316	"chr22"
"AC007740.1"	162768936	162797972	"chr2"
"AC007742.3"	17726752	17727080	"chrY"
"AC007743.1"	56173534	56185770	"chr2"
"AC007750.1"	162121731	162121816	"chr2"
"AC007750.5"	162159762	162172916	"chr2"
"AC007773.1"	32377282	32377367	"chr19"
"AC007773.2"	32390050	32405560	"chr19"
"AC007787.2"	13069792	13071374	"chr19"
"AC007790.4"	133732493	133733595	"chr7"
"AC007795.1"	28869796	28879170	"chr19"
"AC007796.1"	31348881	31417794	"chr19"
"AC007842.1"	39991944	39992039	"chr19"
"AC007875.2"	97906429	97906822	"chr7"
"AC007875.3"	97883282	97883795	"chr7"
"AC007879.1"	207173634	207222790	"chr2"
"AC007879.2"	207186717	207236066	"chr2"
"AC007879.3"	207235299	207237875	"chr2"
"AC007879.4"	207226949	207228308	"chr2"
"AC007879.5"	207239864	207529795	"chr2"
"AC007879.6"	207260445	207270690	"chr2"
"AC007879.7"	207239650	207245887	"chr2"
"AC007880.1"	64846130	64863626	"chr2"
"AC007881.1"	71125523	71125592	"chr2"
"AC007881.2"	71039307	71039360	"chr2"
"AC007881.4"	71178587	71178773	"chr2"
"AC007899.3"	37148530	37149304	"chr2"
"AC007919.1"	172671559	172671639	"chr3"
"AC007919.18"	172522228	172522444	"chr3"
"AC007919.19"	172680714	172681224	"chr3"
"AC007948.1"	65105873	65125710	"chr18"
"AC007950.1"	63456294	63469351	"chr15"
"AC007950.2"	63500737	63503083	"chr15"
"AC007952.4"	19164209	19174436	"chr17"
"AC007952.5"	19092974	19096837	"chr17"
"AC007952.6"	19155727	19159111	"chr17"
"AC007966.1"	185719874	185740479	"chr2"
"AC007967.2"	8901203	8903276	"chrY"
"AC007967.3"	8906224	8916073	"chrY"
"AC007967.4"	8971751	8974095	"chrY"
"AC007969.4"	171492905	171493095	"chr2"
"AC007969.5"	171517270	171517716	"chr2"
"AC007970.1"	210324759	210469246	"chr2"
"AC007998.1"	35466938	35466991	"chr18"
"AC008045.1"	78617866	78617975	"chr14"
"AC008060.5"	155510283	155518623	"chr7"
"AC008060.7"	155382076	155396356	"chr7"
"AC008060.8"	155421206	155457099	"chr7"
"AC008063.2"	162073256	162075169	"chr2"
"AC008063.3"	162093429	162094854	"chr2"
"AC008065.1"	171374931	171375278	"chr2"
"AC008067.2"	80575113	80618777	"chr2"
"AC008069.1"	16728124	16767555	"chr2"
"AC008069.2"	16853820	16855284	"chr2"
"AC008072.1"	224294930	224295753	"chr2"
"AC008073.7"	24165884	24175005	"chr2"
"AC008073.9"	24199839	24201698	"chr2"
"AC008074.3"	64395220	64453798	"chr2"
"AC008074.4"	64486353	64500904	"chr2"
"AC008074.5"	64450096	64450524	"chr2"
"AC008079.9"	18178038	18205915	"chr22"
"AC008085.1"	131852680	131852774	"chr7"
"AC008088.4"	20530042	20530881	"chr17"
"AC008103.3"	18873618	18894407	"chr22"
"AC008132.12"	18833694	18834438	"chr22"
"AC008132.13"	18846505	18861049	"chr22"
"AC008132.14"	18794414	18794804	"chr22"
"AC008132.15"	18733914	18757906	"chr22"
"AC008154.4"	134284500	134286055	"chr7"
"AC008154.5"	134346071	134350791	"chr7"
"AC008155.1"	138404195	138404523	"chr7"
"AC008155.2"	138298088	138298484	"chr7"
"AC008163.4"	81528403	81561783	"chr7"
"AC008163.6"	81463036	81463613	"chr7"
"AC008169.1"	214042312	214042417	"chr2"
